"id","municipality_id:id","name","code"
parroquia_10101,l10n_ve_base.municipio_101,Altagracia,10101
parroquia_10102,l10n_ve_base.municipio_101,Candelaria,10102
parroquia_10103,l10n_ve_base.municipio_101,Catedral,10103
parroquia_10104,l10n_ve_base.municipio_101,La Pastora,10104
parroquia_10105,l10n_ve_base.municipio_101,San Agustín,10105
parroquia_10106,l10n_ve_base.municipio_101,San José,10106
parroquia_10107,l10n_ve_base.municipio_101,San Juan,10107
parroquia_10108,l10n_ve_base.municipio_101,Santa Rosalía,10108
parroquia_10109,l10n_ve_base.municipio_101,Santa Teresa,10109
parroquia_10110,l10n_ve_base.municipio_101,Sucre,10110
parroquia_10111,l10n_ve_base.municipio_101,23 De Enero,10111
parroquia_10112,l10n_ve_base.municipio_101,Antímano,10112
parroquia_10113,l10n_ve_base.municipio_101,El Recreo,10113
parroquia_10114,l10n_ve_base.municipio_101,El Valle,10114
parroquia_10115,l10n_ve_base.municipio_101,La Vega,10115
parroquia_10116,l10n_ve_base.municipio_101,Macarao,10116
parroquia_10117,l10n_ve_base.municipio_101,Caricuao,10117
parroquia_10118,l10n_ve_base.municipio_101,El Junquito,10118
parroquia_10119,l10n_ve_base.municipio_101,Coche,10119
parroquia_10120,l10n_ve_base.municipio_101,San Pedro,10120
parroquia_10121,l10n_ve_base.municipio_101,San Bernardino,10121
parroquia_10122,l10n_ve_base.municipio_101,El Paraíso,10122
parroquia_20101,l10n_ve_base.municipio_201,Anaco,20101
parroquia_20102,l10n_ve_base.municipio_201,San Joaquín,20102
parroquia_20201,l10n_ve_base.municipio_202,Aragua,20201
parroquia_20202,l10n_ve_base.municipio_202,Cachipo,20202
parroquia_20301,l10n_ve_base.municipio_203,El Carmen,20301
parroquia_20302,l10n_ve_base.municipio_203,San Cristóbal,20302
parroquia_20303,l10n_ve_base.municipio_203,Bergantín,20303
parroquia_20304,l10n_ve_base.municipio_203,Caigua,20304
parroquia_20305,l10n_ve_base.municipio_203,El Pilar,20305
parroquia_20306,l10n_ve_base.municipio_203,Naricual,20306
parroquia_20401,l10n_ve_base.municipio_204,Clarines,20401
parroquia_20402,l10n_ve_base.municipio_204,Guanape,20402
parroquia_20403,l10n_ve_base.municipio_204,Sabana De Uchire,20403
parroquia_20501,l10n_ve_base.municipio_205,Onoto,20501
parroquia_20502,l10n_ve_base.municipio_205,San Pablo,20502
parroquia_20601,l10n_ve_base.municipio_206,Cantaura,20601
parroquia_20602,l10n_ve_base.municipio_206,Libertador,20602
parroquia_20603,l10n_ve_base.municipio_206,Santa Rosa,20603
parroquia_20604,l10n_ve_base.municipio_206,Urica,20604
parroquia_20701,l10n_ve_base.municipio_207,Soledad,20701
parroquia_20702,l10n_ve_base.municipio_207,Mamo,20702
parroquia_20801,l10n_ve_base.municipio_208,San Mateo,20801
parroquia_20802,l10n_ve_base.municipio_208,El Carito,20802
parroquia_20803,l10n_ve_base.municipio_208,Santa Inés,20803
parroquia_20804,l10n_ve_base.municipio_208,La Romereña,20804
parroquia_20901,l10n_ve_base.municipio_209,Pariaguán,20901
parroquia_20902,l10n_ve_base.municipio_209,Atapirire,20902
parroquia_20903,l10n_ve_base.municipio_209,Boca Del Pao,20903
parroquia_20904,l10n_ve_base.municipio_209,El Pao,20904
parroquia_21001,l10n_ve_base.municipio_210,Mapire,21001
parroquia_21002,l10n_ve_base.municipio_210,Piar,21002
parroquia_21003,l10n_ve_base.municipio_210,San Diego De Cabrutica,21003
parroquia_21004,l10n_ve_base.municipio_210,Santa Clara,21004
parroquia_21005,l10n_ve_base.municipio_210,Uverito,21005
parroquia_21006,l10n_ve_base.municipio_210,Zuata,21006
parroquia_21101,l10n_ve_base.municipio_211,Puerto Píritu,21101
parroquia_21102,l10n_ve_base.municipio_211,San Miguel,21102
parroquia_21103,l10n_ve_base.municipio_211,Sucre,21103
parroquia_21201,l10n_ve_base.municipio_212,Edmundo Barrios,21201
parroquia_21202,l10n_ve_base.municipio_212,Miguel Otero Silva,21202
parroquia_21301,l10n_ve_base.municipio_213,Pozuelos,21301
parroquia_21302,l10n_ve_base.municipio_213,Puerto La Cruz,21302
parroquia_21401,l10n_ve_base.municipio_214,San José De Guanipa,21401
parroquia_21501,l10n_ve_base.municipio_215,Guanta,21501
parroquia_21502,l10n_ve_base.municipio_215,Chorrerón,21502
parroquia_21601,l10n_ve_base.municipio_216,Píritu,21601
parroquia_21602,l10n_ve_base.municipio_216,San Francisco,21602
parroquia_21701,l10n_ve_base.municipio_217,Lecherías,21701
parroquia_21702,l10n_ve_base.municipio_217,El Morro,21702
parroquia_21801,l10n_ve_base.municipio_218,Valle De Guanape,21801
parroquia_21802,l10n_ve_base.municipio_218,Santa Bárbara,21802
parroquia_21901,l10n_ve_base.municipio_219,Santa  Ana,21901
parroquia_21902,l10n_ve_base.municipio_219,Pueblo Nuevo,21902
parroquia_22001,l10n_ve_base.municipio_220,El Chaparro,22001
parroquia_22002,l10n_ve_base.municipio_220,Tomás Alfaro,22002
parroquia_22003,l10n_ve_base.municipio_220,Calatrava,22003
parroquia_22101,l10n_ve_base.municipio_221,Boca De Uchire,22101
parroquia_22102,l10n_ve_base.municipio_221,Boca De Chávez,22102
parroquia_30101,l10n_ve_base.municipio_301,Fernándo Girón Tovar,30101
parroquia_30102,l10n_ve_base.municipio_301,Luis Alberto Gómez,30102
parroquia_30103,l10n_ve_base.municipio_301,Parhueña,30103
parroquia_30104,l10n_ve_base.municipio_301,Platanillal,30104
parroquia_30201,l10n_ve_base.municipio_302,Atabapo,30201
parroquia_30202,l10n_ve_base.municipio_302,Ucata Laja Lisa,30202
parroquia_30203,l10n_ve_base.municipio_302,Yapacana Macuruco,30203
parroquia_30204,l10n_ve_base.municipio_302,Caname Guarinuma,30204
parroquia_30301,l10n_ve_base.municipio_303,Maroa,30301
parroquia_30302,l10n_ve_base.municipio_303,Victorino,30302
parroquia_30303,l10n_ve_base.municipio_303,Comunidad,30303
parroquia_30401,l10n_ve_base.municipio_304,Casiquiare,30401
parroquia_30402,l10n_ve_base.municipio_304,Cocuy,30402
parroquia_30403,l10n_ve_base.municipio_304,San Carlos De Río Negro,30403
parroquia_30404,l10n_ve_base.municipio_304,Solano,30404
parroquia_30501,l10n_ve_base.municipio_305,Samariapo,30501
parroquia_30502,l10n_ve_base.municipio_305,Sipapo,30502
parroquia_30503,l10n_ve_base.municipio_305,Munduapo,30503
parroquia_30504,l10n_ve_base.municipio_305,Guayapo,30504
parroquia_30505,l10n_ve_base.municipio_305,Isla Ratón,30505
parroquia_30601,l10n_ve_base.municipio_306,Manapiare,30601
parroquia_30602,l10n_ve_base.municipio_306,Alto Ventuari,30602
parroquia_30603,l10n_ve_base.municipio_306,Medio Ventuari,30603
parroquia_30604,l10n_ve_base.municipio_306,Bajo Ventuari,30604
parroquia_30701,l10n_ve_base.municipio_307,Alto Orinoco,30701
parroquia_30702,l10n_ve_base.municipio_307,Huachamacare Acanaña,30702
parroquia_30703,l10n_ve_base.municipio_307,Marawaka Toky Shamanaña,30703
parroquia_30704,l10n_ve_base.municipio_307,Mavaca,30704
parroquia_30705,l10n_ve_base.municipio_307,Sierra Parima,30705
parroquia_40101,l10n_ve_base.municipio_401,Achaguas,40101
parroquia_40102,l10n_ve_base.municipio_401,Apurito,40102
parroquia_40103,l10n_ve_base.municipio_401,El Yagual,40103
parroquia_40104,l10n_ve_base.municipio_401,Guachara,40104
parroquia_40105,l10n_ve_base.municipio_401,Mucuritas,40105
parroquia_40106,l10n_ve_base.municipio_401,Queseras Del Medio,40106
parroquia_40201,l10n_ve_base.municipio_402,Bruzual,40201
parroquia_40202,l10n_ve_base.municipio_402,Mantecal,40202
parroquia_40203,l10n_ve_base.municipio_402,Quintero,40203
parroquia_40204,l10n_ve_base.municipio_402,Rincón Hondo,40204
parroquia_40205,l10n_ve_base.municipio_402,San Vicente,40205
parroquia_40301,l10n_ve_base.municipio_403,Guasdualito,40301
parroquia_40302,l10n_ve_base.municipio_403,Aramendi,40302
parroquia_40303,l10n_ve_base.municipio_403,El Amparo,40303
parroquia_40304,l10n_ve_base.municipio_403,San Camilo,40304
parroquia_40305,l10n_ve_base.municipio_403,Urdaneta,40305
parroquia_40401,l10n_ve_base.municipio_404,San Juan De Payara,40401
parroquia_40402,l10n_ve_base.municipio_404,Codazzi,40402
parroquia_40403,l10n_ve_base.municipio_404,Cunaviche,40403
parroquia_40501,l10n_ve_base.municipio_405,Elorza,40501
parroquia_40502,l10n_ve_base.municipio_405,La Trinidad,40502
parroquia_40601,l10n_ve_base.municipio_406,San Fernando De Apure,40601
parroquia_40602,l10n_ve_base.municipio_406,Peñalver,40602
parroquia_40603,l10n_ve_base.municipio_406,El Recreo,40603
parroquia_40604,l10n_ve_base.municipio_406,San Rafael De Atamaica,40604
parroquia_40701,l10n_ve_base.municipio_407,Biruaca,40701
parroquia_50101,l10n_ve_base.municipio_501,Las Delicias,50101
parroquia_50102,l10n_ve_base.municipio_501,Choroní,50102
parroquia_50103,l10n_ve_base.municipio_501,Madre María De San José,50103
parroquia_50104,l10n_ve_base.municipio_501,Joaquín Crespo,50104
parroquia_50105,l10n_ve_base.municipio_501,Pedro José Ovalles,50105
parroquia_50106,l10n_ve_base.municipio_501,José Casanova Godoy,50106
parroquia_50107,l10n_ve_base.municipio_501,Andrés Eloy Blanco,50107
parroquia_50108,l10n_ve_base.municipio_501,Los Tacariguas,50108
parroquia_50201,l10n_ve_base.municipio_502,Santiago Mariño,50201
parroquia_50202,l10n_ve_base.municipio_502,Samán De Güere,50202
parroquia_50203,l10n_ve_base.municipio_502,Alfredo Pacheco Miranda,50203
parroquia_50204,l10n_ve_base.municipio_502,Chuao,50204
parroquia_50205,l10n_ve_base.municipio_502,Arévalo Aponte,50205
parroquia_50301,l10n_ve_base.municipio_503,José Félix Ribas,50301
parroquia_50302,l10n_ve_base.municipio_503,Zuata,50302
parroquia_50303,l10n_ve_base.municipio_503,Pao De Zárate,50303
parroquia_50304,l10n_ve_base.municipio_503,Castor Nieves Ríos,50304
parroquia_50305,l10n_ve_base.municipio_503,Las Guacamayas,50305
parroquia_50401,l10n_ve_base.municipio_504,San Casimiro,50401
parroquia_50402,l10n_ve_base.municipio_504,Valle Morín,50402
parroquia_50403,l10n_ve_base.municipio_504,Güiripa,50403
parroquia_50404,l10n_ve_base.municipio_504,Ollas De Caramacate,50404
parroquia_50501,l10n_ve_base.municipio_505,San Sebastián,50501
parroquia_50601,l10n_ve_base.municipio_506,Sucre,50601
parroquia_50602,l10n_ve_base.municipio_506,Bella Vista,50602
parroquia_50701,l10n_ve_base.municipio_507,Urdaneta,50701
parroquia_50702,l10n_ve_base.municipio_507,San Francisco De Cara,50702
parroquia_50703,l10n_ve_base.municipio_507,Taguay,50703
parroquia_50704,l10n_ve_base.municipio_507,Las Peñitas,50704
parroquia_50801,l10n_ve_base.municipio_508,Zamora,50801
parroquia_50802,l10n_ve_base.municipio_508,Magdaleno,50802
parroquia_50803,l10n_ve_base.municipio_508,San Francisco De Asís,50803
parroquia_50804,l10n_ve_base.municipio_508,Valles De Tucutunemo,50804
parroquia_50805,l10n_ve_base.municipio_508,Augusto Mijares,50805
parroquia_50901,l10n_ve_base.municipio_509,Libertador,50901
parroquia_50902,l10n_ve_base.municipio_509,San Martín De Porres,50902
parroquia_51001,l10n_ve_base.municipio_510,Santa Cruz,51001
parroquia_51101,l10n_ve_base.municipio_511,Bolívar,51101
parroquia_51201,l10n_ve_base.municipio_512,Santos Michelena,51201
parroquia_51202,l10n_ve_base.municipio_512,Tiara,51202
parroquia_51301,l10n_ve_base.municipio_513,Mario Briceño Iragorry,51301
parroquia_51302,l10n_ve_base.municipio_513,Caña De Azúcar,51302
parroquia_51401,l10n_ve_base.municipio_514,Tovar,51401
parroquia_51501,l10n_ve_base.municipio_515,Camatagua,51501
parroquia_51502,l10n_ve_base.municipio_515,No Urbana Carmen De Cura,51502
parroquia_51601,l10n_ve_base.municipio_516,José Rafael Revenga,51601
parroquia_51701,l10n_ve_base.municipio_517,Santa Rita,51701
parroquia_51702,l10n_ve_base.municipio_517,Francisco De Miranda,51702
parroquia_51703,l10n_ve_base.municipio_517,Monseñor Feliciano González,51703
parroquia_51801,l10n_ve_base.municipio_518,Ocumare De La Costa De Oro,51801
parroquia_60101,l10n_ve_base.municipio_601,Arismendi,60101
parroquia_60102,l10n_ve_base.municipio_601,Guadarrama,60102
parroquia_60103,l10n_ve_base.municipio_601,La Unión,60103
parroquia_60104,l10n_ve_base.municipio_601,San Antonio,60104
parroquia_60201,l10n_ve_base.municipio_602,Alfredo Arvelo Larriva,60201
parroquia_60202,l10n_ve_base.municipio_602,Barinas,60202
parroquia_60203,l10n_ve_base.municipio_602,San Silvestre,60203
parroquia_60204,l10n_ve_base.municipio_602,Santa Inés,60204
parroquia_60205,l10n_ve_base.municipio_602,Santa Lucía,60205
parroquia_60206,l10n_ve_base.municipio_602,Torunos,60206
parroquia_60207,l10n_ve_base.municipio_602,El Carmen,60207
parroquia_60208,l10n_ve_base.municipio_602,Rómulo Betancourt,60208
parroquia_60209,l10n_ve_base.municipio_602,Corazón De Jesús,60209
parroquia_60210,l10n_ve_base.municipio_602,Ramón Ignacio Méndez,60210
parroquia_60211,l10n_ve_base.municipio_602,Alto Barinas,60211
parroquia_60212,l10n_ve_base.municipio_602,Manuel Palacio Fajardo,60212
parroquia_60213,l10n_ve_base.municipio_602,Juan Antonio Rodríguez Domínguez,60213
parroquia_60214,l10n_ve_base.municipio_602,Dominga Ortiz De Páez,60214
parroquia_60301,l10n_ve_base.municipio_603,Altamira,60301
parroquia_60302,l10n_ve_base.municipio_603,Barinitas,60302
parroquia_60303,l10n_ve_base.municipio_603,Calderas,60303
parroquia_60401,l10n_ve_base.municipio_604,Santa Bárbara,60401
parroquia_60402,l10n_ve_base.municipio_604,José Ignacio Del Pumar,60402
parroquia_60403,l10n_ve_base.municipio_604,Ramón Ignacio Méndez,60403
parroquia_60404,l10n_ve_base.municipio_604,Pedro Briceño Méndez,60404
parroquia_60501,l10n_ve_base.municipio_605,El Real,60501
parroquia_60502,l10n_ve_base.municipio_605,La Luz,60502
parroquia_60503,l10n_ve_base.municipio_605,Obispos,60503
parroquia_60504,l10n_ve_base.municipio_605,Los Guasimitos,60504
parroquia_60601,l10n_ve_base.municipio_606,Ciudad Bolivia,60601
parroquia_60602,l10n_ve_base.municipio_606,Ignacio Briceño,60602
parroquia_60603,l10n_ve_base.municipio_606,Páez,60603
parroquia_60604,l10n_ve_base.municipio_606,José Félix Ribas,60604
parroquia_60701,l10n_ve_base.municipio_607,Dolores,60701
parroquia_60702,l10n_ve_base.municipio_607,Libertad,60702
parroquia_60703,l10n_ve_base.municipio_607,Palacios Fajardo,60703
parroquia_60704,l10n_ve_base.municipio_607,Santa Rosa,60704
parroquia_60801,l10n_ve_base.municipio_608,Ciudad De Nutrias,60801
parroquia_60802,l10n_ve_base.municipio_608,El Regalo,60802
parroquia_60803,l10n_ve_base.municipio_608,Puerto De Nutrias,60803
parroquia_60804,l10n_ve_base.municipio_608,Santa Catalina,60804
parroquia_60901,l10n_ve_base.municipio_609,Rodríguez Domínguez,60901
parroquia_60902,l10n_ve_base.municipio_609,Sabaneta,60902
parroquia_61001,l10n_ve_base.municipio_610,Ticoporo,61001
parroquia_61002,l10n_ve_base.municipio_610,Nicolás Pulido,61002
parroquia_61003,l10n_ve_base.municipio_610,Andrés Bello,61003
parroquia_61101,l10n_ve_base.municipio_611,Barrancas,61101
parroquia_61102,l10n_ve_base.municipio_611,El Socorro,61102
parroquia_61103,l10n_ve_base.municipio_611,Masparrito,61103
parroquia_61201,l10n_ve_base.municipio_612,El Cantón,61201
parroquia_61202,l10n_ve_base.municipio_612,Santa Cruz De Guacas,61202
parroquia_61203,l10n_ve_base.municipio_612,Puerto Vivas,61203
parroquia_70101,l10n_ve_base.municipio_701,Simón Bolívar,70101
parroquia_70102,l10n_ve_base.municipio_701,Once De Abril,70102
parroquia_70103,l10n_ve_base.municipio_701,Vista Al Sol,70103
parroquia_70104,l10n_ve_base.municipio_701,Chirica,70104
parroquia_70105,l10n_ve_base.municipio_701,Dalla Costa,70105
parroquia_70106,l10n_ve_base.municipio_701,Cachamay,70106
parroquia_70107,l10n_ve_base.municipio_701,Universidad,70107
parroquia_70108,l10n_ve_base.municipio_701,Unare,70108
parroquia_70109,l10n_ve_base.municipio_701,Yocoima,70109
parroquia_70110,l10n_ve_base.municipio_701,Pozo Verde,70110
parroquia_70201,l10n_ve_base.municipio_702,Sección Capital Cedeño,70201
parroquia_70202,l10n_ve_base.municipio_702,Ascensión Farreras,70202
parroquia_70203,l10n_ve_base.municipio_702,Altagracia,70203
parroquia_70204,l10n_ve_base.municipio_702,La Urbana,70204
parroquia_70205,l10n_ve_base.municipio_702,Guaniamo,70205
parroquia_70206,l10n_ve_base.municipio_702,Pijiguaos,70206
parroquia_70301,l10n_ve_base.municipio_703,Catedral,70301
parroquia_70302,l10n_ve_base.municipio_703,Agua Salada,70302
parroquia_70303,l10n_ve_base.municipio_703,La Sabanita,70303
parroquia_70304,l10n_ve_base.municipio_703,Vista Hermosa,70304
parroquia_70305,l10n_ve_base.municipio_703,Marhuanta,70305
parroquia_70306,l10n_ve_base.municipio_703,José Antonio Páez,70306
parroquia_70307,l10n_ve_base.municipio_703,Orinoco,70307
parroquia_70308,l10n_ve_base.municipio_703,Panapana,70308
parroquia_70309,l10n_ve_base.municipio_703,Zea,70309
parroquia_70401,l10n_ve_base.municipio_704,Sección Capital Piar,70401
parroquia_70402,l10n_ve_base.municipio_704,Andrés Eloy Blanco,70402
parroquia_70403,l10n_ve_base.municipio_704,Pedro Cova,70403
parroquia_70501,l10n_ve_base.municipio_705,Sección Capital Roscio,70501
parroquia_70502,l10n_ve_base.municipio_705,Salom,70502
parroquia_70601,l10n_ve_base.municipio_706,Sección Capital Sucre,70601
parroquia_70602,l10n_ve_base.municipio_706,Aripao,70602
parroquia_70603,l10n_ve_base.municipio_706,Las Majadas,70603
parroquia_70604,l10n_ve_base.municipio_706,Moitaco,70604
parroquia_70605,l10n_ve_base.municipio_706,Guarataro,70605
parroquia_70701,l10n_ve_base.municipio_707,Sección Capital Sifontes,70701
parroquia_70702,l10n_ve_base.municipio_707,Dalla Costa,70702
parroquia_70703,l10n_ve_base.municipio_707,San Isidro,70703
parroquia_70801,l10n_ve_base.municipio_708,Sección Capital Raúl Leoni,70801
parroquia_70802,l10n_ve_base.municipio_708,San Francisco,70802
parroquia_70803,l10n_ve_base.municipio_708,Barceloneta,70803
parroquia_70804,l10n_ve_base.municipio_708,Santa Bárbara,70804
parroquia_70901,l10n_ve_base.municipio_709,Sección Capital Gran Sabana,70901
parroquia_70902,l10n_ve_base.municipio_709,Ikabarú,70902
parroquia_71001,l10n_ve_base.municipio_710,El Callao,71001
parroquia_71101,l10n_ve_base.municipio_711,Padre Pedro Chien,71101
parroquia_80101,l10n_ve_base.municipio_801,Bejuma,80101
parroquia_80102,l10n_ve_base.municipio_801,Canoabo,80102
parroquia_80103,l10n_ve_base.municipio_801,Simón Bolívar,80103
parroquia_80201,l10n_ve_base.municipio_802,Güigüe,80201
parroquia_80202,l10n_ve_base.municipio_802,Belén,80202
parroquia_80203,l10n_ve_base.municipio_802,Tacarigua,80203
parroquia_80301,l10n_ve_base.municipio_803,Mariara,80301
parroquia_80302,l10n_ve_base.municipio_803,Aguas Calientes,80302
parroquia_80401,l10n_ve_base.municipio_804,Guacara,80401
parroquia_80402,l10n_ve_base.municipio_804,Ciudad Alianza,80402
parroquia_80403,l10n_ve_base.municipio_804,Yagua,80403
parroquia_80501,l10n_ve_base.municipio_805,Montalbán,80501
parroquia_80601,l10n_ve_base.municipio_806,Morón,80601
parroquia_80602,l10n_ve_base.municipio_806,Urama,80602
parroquia_80701,l10n_ve_base.municipio_807,Democracia,80701
parroquia_80702,l10n_ve_base.municipio_807,Fraternidad,80702
parroquia_80703,l10n_ve_base.municipio_807,Goaigoaza,80703
parroquia_80704,l10n_ve_base.municipio_807,Juan José Flores,80704
parroquia_80705,l10n_ve_base.municipio_807,Bartolomé Salom,80705
parroquia_80706,l10n_ve_base.municipio_807,Unión,80706
parroquia_80707,l10n_ve_base.municipio_807,Borburata,80707
parroquia_80708,l10n_ve_base.municipio_807,Patanemo,80708
parroquia_80801,l10n_ve_base.municipio_808,San Joaquín,80801
parroquia_80901,l10n_ve_base.municipio_809,Candelaria,80901
parroquia_80902,l10n_ve_base.municipio_809,Catedral,80902
parroquia_80903,l10n_ve_base.municipio_809,El Socorro,80903
parroquia_80904,l10n_ve_base.municipio_809,Miguel Peña,80904
parroquia_80905,l10n_ve_base.municipio_809,San Blas,80905
parroquia_80906,l10n_ve_base.municipio_809,San José,80906
parroquia_80907,l10n_ve_base.municipio_809,Santa Rosa,80907
parroquia_80908,l10n_ve_base.municipio_809,Rafael Urdaneta,80908
parroquia_80909,l10n_ve_base.municipio_809,Negro Primero,80909
parroquia_81001,l10n_ve_base.municipio_810,Miranda,81001
parroquia_81101,l10n_ve_base.municipio_811,Los Guayos,81101
parroquia_81201,l10n_ve_base.municipio_812,Naguanagua,81201
parroquia_81301,l10n_ve_base.municipio_813,San Diego,81301
parroquia_81401,l10n_ve_base.municipio_814,Tocuyito,81401
parroquia_81402,l10n_ve_base.municipio_814,Independencia,81402
parroquia_90101,l10n_ve_base.municipio_901,Cojedes,90101
parroquia_90102,l10n_ve_base.municipio_901,Juan De Mata Suárez,90102
parroquia_90201,l10n_ve_base.municipio_902,Tinaquillo,90201
parroquia_90301,l10n_ve_base.municipio_903,El Baúl,90301
parroquia_90302,l10n_ve_base.municipio_903,Sucre,90302
parroquia_90401,l10n_ve_base.municipio_904,El Pao,90401
parroquia_90501,l10n_ve_base.municipio_905,Libertad De Cojedes,90501
parroquia_90502,l10n_ve_base.municipio_905,El Amparo,90502
parroquia_90601,l10n_ve_base.municipio_906,San Carlos De Austria,90601
parroquia_90602,l10n_ve_base.municipio_906,Juan Angel Bravo,90602
parroquia_90603,l10n_ve_base.municipio_906,Manuel Manrique,90603
parroquia_90701,l10n_ve_base.municipio_907,General En Jefe José Laurencio Silva,90701
parroquia_90801,l10n_ve_base.municipio_908,Macapo,90801
parroquia_90802,l10n_ve_base.municipio_908,La Aguadita,90802
parroquia_90901,l10n_ve_base.municipio_909,Rómulo Gallegos,90901
parroquia_100101,l10n_ve_base.municipio_1001,San Juan De Los Cayos,100101
parroquia_100102,l10n_ve_base.municipio_1001,Capadare,100102
parroquia_100103,l10n_ve_base.municipio_1001,La Pastora,100103
parroquia_100104,l10n_ve_base.municipio_1001,Libertador,100104
parroquia_100201,l10n_ve_base.municipio_1002,San Luis,100201
parroquia_100202,l10n_ve_base.municipio_1002,Aracua,100202
parroquia_100203,l10n_ve_base.municipio_1002,La Peña,100203
parroquia_100301,l10n_ve_base.municipio_1003,Capatárida,100301
parroquia_100302,l10n_ve_base.municipio_1003,Borojó,100302
parroquia_100303,l10n_ve_base.municipio_1003,Seque,100303
parroquia_100304,l10n_ve_base.municipio_1003,Zazárida,100304
parroquia_100305,l10n_ve_base.municipio_1003,Bariro,100305
parroquia_100306,l10n_ve_base.municipio_1003,Guajiro,100306
parroquia_100401,l10n_ve_base.municipio_1004,Norte,100401
parroquia_100402,l10n_ve_base.municipio_1004,Carirubana,100402
parroquia_100403,l10n_ve_base.municipio_1004,Punta Cardón,100403
parroquia_100404,l10n_ve_base.municipio_1004,Santa Ana,100404
parroquia_100501,l10n_ve_base.municipio_1005,La Vela De Coro,100501
parroquia_100502,l10n_ve_base.municipio_1005,Acurigua,100502
parroquia_100503,l10n_ve_base.municipio_1005,Guaibacoa,100503
parroquia_100504,l10n_ve_base.municipio_1005,Macoruca,100504
parroquia_100505,l10n_ve_base.municipio_1005,Las Calderas,100505
parroquia_100601,l10n_ve_base.municipio_1006,Pedregal,100601
parroquia_100602,l10n_ve_base.municipio_1006,Agua Clara,100602
parroquia_100603,l10n_ve_base.municipio_1006,Avaria,100603
parroquia_100604,l10n_ve_base.municipio_1006,Piedra Grande,100604
parroquia_100605,l10n_ve_base.municipio_1006,Purureche,100605
parroquia_100701,l10n_ve_base.municipio_1007,Pueblo Nuevo,100701
parroquia_100702,l10n_ve_base.municipio_1007,Adícora,100702
parroquia_100703,l10n_ve_base.municipio_1007,Baraived,100703
parroquia_100704,l10n_ve_base.municipio_1007,Buena Vista,100704
parroquia_100705,l10n_ve_base.municipio_1007,Jadacaquiva,100705
parroquia_100706,l10n_ve_base.municipio_1007,Moruy,100706
parroquia_100707,l10n_ve_base.municipio_1007,El Vínculo,100707
parroquia_100708,l10n_ve_base.municipio_1007,El Hato,100708
parroquia_100709,l10n_ve_base.municipio_1007,Adaure,100709
parroquia_100801,l10n_ve_base.municipio_1008,Churuguara,100801
parroquia_100802,l10n_ve_base.municipio_1008,Agua Larga,100802
parroquia_100803,l10n_ve_base.municipio_1008,Independencia,100803
parroquia_100804,l10n_ve_base.municipio_1008,Mapararí,100804
parroquia_100805,l10n_ve_base.municipio_1008,El Paují,100805
parroquia_100901,l10n_ve_base.municipio_1009,Mene De Mauroa,100901
parroquia_100902,l10n_ve_base.municipio_1009,Casigua,100902
parroquia_100903,l10n_ve_base.municipio_1009,San Félix,100903
parroquia_101001,l10n_ve_base.municipio_1010,San Antonio,101001
parroquia_101002,l10n_ve_base.municipio_1010,San Gabriel,101002
parroquia_101004,l10n_ve_base.municipio_1010,Guzmán Guillermo,101004
parroquia_101005,l10n_ve_base.municipio_1010,Mitare,101005
parroquia_101006,l10n_ve_base.municipio_1010,Sabaneta,101006
parroquia_101007,l10n_ve_base.municipio_1010,Río Seco,101007
parroquia_101101,l10n_ve_base.municipio_1011,Cabure,101101
parroquia_101102,l10n_ve_base.municipio_1011,Curimagua,101102
parroquia_101103,l10n_ve_base.municipio_1011,Colina,101103
parroquia_101201,l10n_ve_base.municipio_1012,Tucacas,101201
parroquia_101202,l10n_ve_base.municipio_1012,Boca De Aroa,101202
parroquia_101301,l10n_ve_base.municipio_1013,Puerto Cumarebo,101301
